"","Value","Treatment"
"CORT-Hot1157",0.0525734390559454,"CORT-Hot"
"CORT-Hot1158",0.0480397344206305,"CORT-Hot"
"CORT-Hot1159",0.0681276045469218,"CORT-Hot"
"CORT-Hot1160",0.0522038100875833,"CORT-Hot"
"CORT-Hot1161",0.0675700028364446,"CORT-Hot"
"CORT-Hot1162",0.0495644146395758,"CORT-Hot"
"CORT-Hot1163",0.0552988595034376,"CORT-Hot"
"CORT-Hot1164",0.0483017355021173,"CORT-Hot"
"CORT-Hot1165",0.0560727863897903,"CORT-Hot"
"CORT-Hot1166",0.0491712090824908,"CORT-Hot"
"CORT-Hot1167",0.0599177888023764,"CORT-Hot"
"CORT-Hot1168",0.0584512241072304,"CORT-Hot"
"CORT-Hot1169",0.0519837666021966,"CORT-Hot"
"CORT-Hot1170",0.0471738203997084,"CORT-Hot"
"CORT-Hot1171",0.0556122316213805,"CORT-Hot"
"CORT-Hot1172",0.0585433324628344,"CORT-Hot"
"CORT-Hot1173",0.0610554194423156,"CORT-Hot"
"CORT-Hot1174",0.0681871015274675,"CORT-Hot"
"CORT-Hot1175",0.040066056381269,"CORT-Hot"
"CORT-Hot1176",0.0504577135452274,"CORT-Hot"
"CORT-Hot1177",0.045486325220801,"CORT-Hot"
"CORT-Hot1178",0.0722649530989472,"CORT-Hot"
"CORT-Hot1179",0.0537386823337814,"CORT-Hot"
"CORT-Hot1180",0.0702284966748784,"CORT-Hot"
"CORT-Hot1181",0.055633094896598,"CORT-Hot"
"CORT-Hot1182",0.0486235596927608,"CORT-Hot"
"CORT-Hot1183",0.0640665808905513,"CORT-Hot"
"CORT-Hot1184",0.049157454512015,"CORT-Hot"
"CORT-Hot1185",0.0579264546787775,"CORT-Hot"
"CORT-Hot1186",0.0650785928816002,"CORT-Hot"
"CORT-Hot1187",0.0627394644252987,"CORT-Hot"
"CORT-Hot1188",0.0667717179589782,"CORT-Hot"
"CORT-Hot1189",0.0475994730602892,"CORT-Hot"
"CORT-Hot1190",0.0596321850729149,"CORT-Hot"
"CORT-Hot1191",0.0500987962453026,"CORT-Hot"
"CORT-Hot1192",0.0468345906497539,"CORT-Hot"
"CORT-Hot1193",0.0511270199976669,"CORT-Hot"
"CORT-Hot1194",0.0396926211199768,"CORT-Hot"
"CORT-Hot1195",0.0746575924189492,"CORT-Hot"
"CORT-Hot1196",0.0584531998179095,"CORT-Hot"
"CORT-Hot1197",0.0519177699612045,"CORT-Hot"
"CORT-Hot1198",0.0595102279114312,"CORT-Hot"
"CORT-Hot1199",0.0740659534141721,"CORT-Hot"
"CORT-Hot1200",0.0477351462224031,"CORT-Hot"
"CORT-Hot1201",0.0741783413039851,"CORT-Hot"
"CORT-Hot1202",0.0425256851299084,"CORT-Hot"
"CORT-Hot1203",0.0609195990425834,"CORT-Hot"
"CORT-Hot1204",0.054234274039946,"CORT-Hot"
"CORT-Hot1205",0.0545266142025345,"CORT-Hot"
"CORT-Hot1206",0.0581148005543745,"CORT-Hot"
"CORT-Hot1207",0.0478188621484113,"CORT-Hot"
"CORT-Hot1208",0.072170491549794,"CORT-Hot"
"CORT-Hot1209",0.0553594515676246,"CORT-Hot"
"CORT-Hot1210",0.0510571195959542,"CORT-Hot"
"CORT-Hot1211",0.0504107193924934,"CORT-Hot"
"CORT-Hot1212",0.0635302819328459,"CORT-Hot"
"CORT-Hot1213",0.0458296679015014,"CORT-Hot"
"CORT-Hot1214",0.0680035605140921,"CORT-Hot"
"CORT-Hot1215",0.0636440155657073,"CORT-Hot"
"CORT-Hot1216",0.0566845370997152,"CORT-Hot"
"CORT-Hot1217",0.0656722898584504,"CORT-Hot"
"CORT-Hot1218",0.0515818469425643,"CORT-Hot"
"CORT-Hot1219",0.0467967878218476,"CORT-Hot"
"CORT-Hot1220",0.0650899092966982,"CORT-Hot"
"CORT-Hot1221",0.0514817665337142,"CORT-Hot"
"CORT-Hot1222",0.0639711997238603,"CORT-Hot"
"CORT-Hot1223",0.0728840984240546,"CORT-Hot"
"CORT-Hot1224",0.0532449490582126,"CORT-Hot"
"CORT-Hot1225",0.0531802504543069,"CORT-Hot"
"CORT-Hot1226",0.0522774466828482,"CORT-Hot"
"CORT-Hot1227",0.0587871969903283,"CORT-Hot"
"CORT-Hot1228",0.0475490180523098,"CORT-Hot"
"CORT-Hot1229",0.0572246410217669,"CORT-Hot"
"CORT-Hot1230",0.0448141070303401,"CORT-Hot"
"CORT-Hot1231",0.0596661243365494,"CORT-Hot"
"CORT-Hot1232",0.0522457456716073,"CORT-Hot"
"CORT-Hot1233",0.0535621222918844,"CORT-Hot"
"CORT-Hot1234",0.0692238566209944,"CORT-Hot"
"CORT-Hot1235",0.0514434551801083,"CORT-Hot"
"CORT-Hot1236",0.0658353074241217,"CORT-Hot"
"CORT-Hot1237",0.0504436642407379,"CORT-Hot"
"CORT-Hot1238",0.0500238624237455,"CORT-Hot"
"CORT-Hot1239",0.0781744188455298,"CORT-Hot"
"CORT-Hot1240",0.0520189848957674,"CORT-Hot"
"CORT-Hot1241",0.0562210017283544,"CORT-Hot"
"CORT-Hot1242",0.058253952574689,"CORT-Hot"
"CORT-Hot1243",0.0542768022692759,"CORT-Hot"
"CORT-Hot1244",0.0589548387772181,"CORT-Hot"
"CORT-Hot1245",0.0504440148578187,"CORT-Hot"
"CORT-Hot1246",0.0590642264084058,"CORT-Hot"
"CORT-Hot1247",0.0464470509983829,"CORT-Hot"
"CORT-Hot1248",0.0502737902193744,"CORT-Hot"
"CORT-Hot1249",0.0641071039841036,"CORT-Hot"
"CORT-Hot1250",0.0347899133866038,"CORT-Hot"
"CORT-Hot1251",0.0671019925090146,"CORT-Hot"
"CORT-Hot1252",0.048807654626772,"CORT-Hot"
"CORT-Hot1253",0.0665987423188622,"CORT-Hot"
"CORT-Hot1254",0.0489502402055746,"CORT-Hot"
"CORT-Hot1255",0.0681840497386477,"CORT-Hot"
"CORT-Hot1256",0.0715179570473178,"CORT-Hot"
"CORT-Hot1257",0.0576971957824915,"CORT-Hot"
"CORT-Hot1258",0.0442195271987638,"CORT-Hot"
"CORT-Hot1259",0.0680376144629464,"CORT-Hot"
"CORT-Hot1260",0.0347008855182174,"CORT-Hot"
"CORT-Hot1261",0.0524333437501123,"CORT-Hot"
"CORT-Hot1262",0.056395517817265,"CORT-Hot"
"CORT-Hot1263",0.0605865879154448,"CORT-Hot"
"CORT-Hot1264",0.0585908446996565,"CORT-Hot"
"CORT-Hot1265",0.0600837915424188,"CORT-Hot"
"CORT-Hot1266",0.0564917547744246,"CORT-Hot"
"CORT-Hot1267",0.0549727121529135,"CORT-Hot"
"CORT-Hot1268",0.0722234923231981,"CORT-Hot"
"CORT-Hot1269",0.030207271428593,"CORT-Hot"
"CORT-Hot1270",0.0670260956775774,"CORT-Hot"
"CORT-Hot1271",0.0392266568452985,"CORT-Hot"
"CORT-Hot1272",0.0602047489270162,"CORT-Hot"
"CORT-Hot1273",0.05825697068496,"CORT-Hot"
"CORT-Hot1274",0.0617040789207653,"CORT-Hot"
"CORT-Hot1275",0.0661555749324151,"CORT-Hot"
"CORT-Hot1276",0.0690842472638202,"CORT-Hot"
"CORT-Hot1277",0.0463206829075592,"CORT-Hot"
"CORT-Hot1278",0.0663980530506105,"CORT-Hot"
"CORT-Hot1279",0.0595378558922929,"CORT-Hot"
"CORT-Hot1280",0.0441152617866755,"CORT-Hot"
"CORT-Hot1281",0.0626688370645955,"CORT-Hot"
"CORT-Hot1282",0.0560426345685598,"CORT-Hot"
"CORT-Hot1283",0.0719813815039746,"CORT-Hot"
"CORT-Hot1284",0.0454588594944752,"CORT-Hot"
"CORT-Hot1285",0.0486989547503679,"CORT-Hot"
"CORT-Hot1286",0.0652284756261989,"CORT-Hot"
"CORT-Hot1287",0.050822004688804,"CORT-Hot"
"CORT-Hot1288",0.0539660219925268,"CORT-Hot"
"CORT-Hot1289",0.0614534893858793,"CORT-Hot"
"CORT-Hot1290",0.0469448848949278,"CORT-Hot"
"CORT-Hot1291",0.0408897297009381,"CORT-Hot"
"CORT-Hot1292",0.0668439054279002,"CORT-Hot"
"CORT-Hot1293",0.0513239648773796,"CORT-Hot"
"CORT-Hot1294",0.0474296134227265,"CORT-Hot"
"CORT-Hot1295",0.058497534554546,"CORT-Hot"
"CORT-Hot1296",0.0581194093455587,"CORT-Hot"
"CORT-Hot1297",0.0527046455892304,"CORT-Hot"
"CORT-Hot1298",0.0408327589980829,"CORT-Hot"
"CORT-Hot1299",0.0643075561715946,"CORT-Hot"
"CORT-Hot1300",0.0407184683041471,"CORT-Hot"
"CORT-Hot1301",0.0722677036040837,"CORT-Hot"
"CORT-Hot1302",0.0531379536460573,"CORT-Hot"
"CORT-Hot1303",0.0429683819251278,"CORT-Hot"
"CORT-Hot1304",0.0704421142404829,"CORT-Hot"
"CORT-Hot1305",0.0443722945104809,"CORT-Hot"
"CORT-Hot1306",0.0640303867245332,"CORT-Hot"
"CORT-Hot1307",0.0447605052421474,"CORT-Hot"
"CORT-Hot1308",0.0513255927751193,"CORT-Hot"
"CORT-Hot1309",0.054457777785361,"CORT-Hot"
"CORT-Hot1310",0.0527730975257348,"CORT-Hot"
"CORT-Hot1311",0.0625138597097857,"CORT-Hot"
"CORT-Hot1312",0.0584750187574911,"CORT-Hot"
"CORT-Hot1313",0.0515124359236691,"CORT-Hot"
"CORT-Hot1314",0.0648047959955048,"CORT-Hot"
"CORT-Hot1315",0.0638196987891593,"CORT-Hot"
"CORT-Hot1316",0.0628208064509217,"CORT-Hot"
"CORT-Hot1317",0.0581782603528832,"CORT-Hot"
"CORT-Hot1318",0.0513876360912521,"CORT-Hot"
"CORT-Hot1319",0.0474868701307494,"CORT-Hot"
"CORT-Hot1320",0.0543599105455782,"CORT-Hot"
"CORT-Hot1321",0.0472370060102128,"CORT-Hot"
"CORT-Hot1322",0.0576554591756708,"CORT-Hot"
"CORT-Hot1323",0.0563612305172524,"CORT-Hot"
"CORT-Hot1324",0.0613218043370188,"CORT-Hot"
"CORT-Hot1325",0.0453490059910257,"CORT-Hot"
"CORT-Hot1326",0.0535821475643103,"CORT-Hot"
"CORT-Hot1327",0.0515007264821594,"CORT-Hot"
"CORT-Hot1328",0.0588850665714938,"CORT-Hot"
"CORT-Hot1329",0.0558205196401741,"CORT-Hot"
"CORT-Hot1330",0.0444025906363691,"CORT-Hot"
"CORT-Hot1331",0.0502935279786686,"CORT-Hot"
"CORT-Hot1332",0.0373039441110939,"CORT-Hot"
"CORT-Hot1333",0.0582959990107682,"CORT-Hot"
"CORT-Hot1334",0.0549074925112769,"CORT-Hot"
"CORT-Hot1335",0.0547675327537109,"CORT-Hot"
"CORT-Hot1336",0.0628299547635525,"CORT-Hot"
"CORT-Hot1337",0.0406389806121044,"CORT-Hot"
"CORT-Hot1338",0.060825400369308,"CORT-Hot"
"CORT-Hot1339",0.0463902169361668,"CORT-Hot"
"CORT-Hot1340",0.0695885155920731,"CORT-Hot"
"CORT-Hot1341",0.0427426498989925,"CORT-Hot"
"CORT-Hot1342",0.0555862959452926,"CORT-Hot"
"CORT-Hot1343",0.0529853684811888,"CORT-Hot"
"CORT-Hot1344",0.0575580119350359,"CORT-Hot"
"CORT-Hot1345",0.0647203902309042,"CORT-Hot"
"CORT-Hot1346",0.0444891096008135,"CORT-Hot"
"CORT-Hot1347",0.0648048062186047,"CORT-Hot"
"CORT-Hot1348",0.0559396320179367,"CORT-Hot"
"CORT-Hot1349",0.0504683239985846,"CORT-Hot"
"CORT-Hot1350",0.0416244983521894,"CORT-Hot"
"CORT-Hot1351",0.0457456652306528,"CORT-Hot"
"CORT-Hot1352",0.0489969172412217,"CORT-Hot"
"CORT-Hot1353",0.0487317394878706,"CORT-Hot"
"CORT-Hot1354",0.055581181991087,"CORT-Hot"
"CORT-Hot1355",0.0580824658132349,"CORT-Hot"
"CORT-Hot1356",0.0613154246281989,"CORT-Hot"
"CORT-Hot1357",0.0610079692913836,"CORT-Hot"
"CORT-Hot1358",0.0549844147115183,"CORT-Hot"
"CORT-Hot1359",0.0538664498473014,"CORT-Hot"
"CORT-Hot1360",0.0517001046757897,"CORT-Hot"
"CORT-Hot1361",0.0703868194636738,"CORT-Hot"
"CORT-Hot1362",0.0468994829280261,"CORT-Hot"
"CORT-Hot1363",0.0607775282420013,"CORT-Hot"
"CORT-Hot1364",0.057324112358631,"CORT-Hot"
"CORT-Hot1365",0.0519478283287947,"CORT-Hot"
"CORT-Hot1366",0.0603150577237788,"CORT-Hot"
"CORT-Hot1367",0.0654999757726887,"CORT-Hot"
"CORT-Hot1368",0.0641367644234021,"CORT-Hot"
"CORT-Hot1369",0.0509244718839347,"CORT-Hot"
"CORT-Hot1370",0.070283074457524,"CORT-Hot"
"CORT-Hot1371",0.0485139466554361,"CORT-Hot"
"CORT-Hot1372",0.0562634493292354,"CORT-Hot"
"CORT-Hot1373",0.0626050266055588,"CORT-Hot"
"CORT-Hot1374",0.0446065085193496,"CORT-Hot"
"CORT-Hot1375",0.0575702329965187,"CORT-Hot"
"CORT-Hot1376",0.0516456208864079,"CORT-Hot"
"CORT-Hot1377",0.0505285656416074,"CORT-Hot"
"CORT-Hot1378",0.0649495287687736,"CORT-Hot"
"CORT-Hot1379",0.0576307523667629,"CORT-Hot"
"CORT-Hot1380",0.0500190033352858,"CORT-Hot"
"CORT-Hot1381",0.0485774792697609,"CORT-Hot"
"CORT-Hot1382",0.0507476563677694,"CORT-Hot"
"CORT-Hot1383",0.0526625387705876,"CORT-Hot"
"CORT-Hot1384",0.0518495451062088,"CORT-Hot"
"CORT-Hot1385",0.0494228915916827,"CORT-Hot"
"CORT-Hot1386",0.0543161502408275,"CORT-Hot"
"CORT-Hot1387",0.05264677035163,"CORT-Hot"
"CORT-Hot1388",0.0591740448819397,"CORT-Hot"
"CORT-Hot1389",0.0498324812325833,"CORT-Hot"
"CORT-Hot1390",0.0451754013766674,"CORT-Hot"
"CORT-Hot1391",0.0735958292045923,"CORT-Hot"
"CORT-Hot1392",0.0581171403870756,"CORT-Hot"
"CORT-Hot1393",0.0576519696701807,"CORT-Hot"
"CORT-Hot1394",0.054570488041554,"CORT-Hot"
"CORT-Hot1395",0.0592942746261257,"CORT-Hot"
"CORT-Hot1396",0.0579136518861017,"CORT-Hot"
"CORT-Hot1397",0.048046531413695,"CORT-Hot"
"CORT-Hot1398",0.0484623247028889,"CORT-Hot"
"CORT-Hot1399",0.0466483175625316,"CORT-Hot"
"CORT-Hot1400",0.0426472822228985,"CORT-Hot"
"CORT-Hot1401",0.0565323641287862,"CORT-Hot"
"CORT-Hot1402",0.0627205341681646,"CORT-Hot"
"CORT-Hot1403",0.0498065743061861,"CORT-Hot"
"CORT-Hot1404",0.0541799580497207,"CORT-Hot"
"CORT-Hot1405",0.0617428686296334,"CORT-Hot"
"CORT-Hot1406",0.0636723865629103,"CORT-Hot"
"CORT-Hot1407",0.0590853266962785,"CORT-Hot"
"CORT-Hot1408",0.0601912845115904,"CORT-Hot"
"CORT-Hot1409",0.0637907204575318,"CORT-Hot"
"CORT-Hot1410",0.0596258777682587,"CORT-Hot"
"CORT-Hot1411",0.0592751449584371,"CORT-Hot"
"CORT-Hot1412",0.0611229341236457,"CORT-Hot"
"CORT-Hot1413",0.0527220151163508,"CORT-Hot"
"CORT-Hot1414",0.0882198082739731,"CORT-Hot"
"CORT-Hot1415",0.0743090449035406,"CORT-Hot"
"CORT-Hot1416",0.0403005245956834,"CORT-Hot"
"CORT-Hot1417",0.0625060720628313,"CORT-Hot"
"CORT-Hot1418",0.0458246512087965,"CORT-Hot"
"CORT-Hot1419",0.043373327902024,"CORT-Hot"
"CORT-Hot1420",0.0500951952762427,"CORT-Hot"
"CORT-Hot1421",0.0475973134351789,"CORT-Hot"
"CORT-Hot1422",0.0439403374993606,"CORT-Hot"
"CORT-Hot1423",0.0627021400081761,"CORT-Hot"
"CORT-Hot1424",0.0709481256984307,"CORT-Hot"
"CORT-Hot1425",0.0545909002433528,"CORT-Hot"
"CORT-Hot1426",0.0540769613787395,"CORT-Hot"
"CORT-Hot1427",0.0492681847597505,"CORT-Hot"
"CORT-Hot1428",0.068629702081647,"CORT-Hot"
"CORT-Hot1429",0.0369247785245728,"CORT-Hot"
"CORT-Hot1430",0.0695389001519892,"CORT-Hot"
"CORT-Hot1431",0.0533984347841151,"CORT-Hot"
"CORT-Hot1432",0.0581704341548236,"CORT-Hot"
"CORT-Hot1433",0.0561661939199231,"CORT-Hot"
"CORT-Hot1434",0.0656828229654952,"CORT-Hot"
"CORT-Hot1435",0.069633970539212,"CORT-Hot"
"CORT-Hot1436",0.0492709344006185,"CORT-Hot"
"CORT-Hot1437",0.0660525293331034,"CORT-Hot"
"CORT-Hot1438",0.0522803095177183,"CORT-Hot"
"CORT-Hot1439",0.0599823664941758,"CORT-Hot"
"CORT-Hot1440",0.0643428119034473,"CORT-Hot"
"CORT-Hot1441",0.0720626870272588,"CORT-Hot"
"CORT-Hot1442",0.0527192353578424,"CORT-Hot"
"CORT-Hot1443",0.0663962775942853,"CORT-Hot"
"CORT-Hot1444",0.0493591111563427,"CORT-Hot"
"CORT-Hot1445",0.0490730849584848,"CORT-Hot"
"CORT-Hot1446",0.0499842382346752,"CORT-Hot"
"CORT-Hot1447",0.0540463288293826,"CORT-Hot"
"CORT-Hot1448",0.0639467201715963,"CORT-Hot"
"CORT-Hot1449",0.0477116622611328,"CORT-Hot"
"CORT-Hot1450",0.0586471043640599,"CORT-Hot"
"CORT-Hot1451",0.0620635282179633,"CORT-Hot"
"CORT-Hot1452",0.0503021052896653,"CORT-Hot"
"CORT-Hot1453",0.0593914122732563,"CORT-Hot"
"CORT-Hot1454",0.0509211061398533,"CORT-Hot"
"CORT-Hot1455",0.0618106050250509,"CORT-Hot"
"CORT-Hot1456",0.0640743602597438,"CORT-Hot"
"CORT-Hot1457",0.0558612854946843,"CORT-Hot"
"CORT-Hot1458",0.0566792403512815,"CORT-Hot"
"CORT-Hot1459",0.0499548229944246,"CORT-Hot"
"CORT-Hot1460",0.0696899440816779,"CORT-Hot"
"CORT-Hot1461",0.054277626412951,"CORT-Hot"
"CORT-Hot1462",0.0545152700418094,"CORT-Hot"
"CORT-Hot1463",0.0663530564837167,"CORT-Hot"
"CORT-Hot1464",0.0721783058283875,"CORT-Hot"
"CORT-Hot1465",0.0534507242103213,"CORT-Hot"
"CORT-Hot1466",0.0528830601454597,"CORT-Hot"
"CORT-Hot1467",0.0738464984938301,"CORT-Hot"
"CORT-Hot1468",0.0412537097013399,"CORT-Hot"
"CORT-Hot1469",0.0496272159842043,"CORT-Hot"
"CORT-Hot1470",0.0522036000570163,"CORT-Hot"
"CORT-Hot1471",0.0351804489437878,"CORT-Hot"
"CORT-Hot1472",0.0615149132027978,"CORT-Hot"
"CORT-Hot1473",0.0481205190394928,"CORT-Hot"
"CORT-Hot1474",0.0469580354829918,"CORT-Hot"
"CORT-Hot1475",0.0459406705469332,"CORT-Hot"
"CORT-Hot1476",0.0582745028131952,"CORT-Hot"
"CORT-Hot1477",0.0400915652766151,"CORT-Hot"
"CORT-Hot1478",0.0536095663628496,"CORT-Hot"
"CORT-Hot1479",0.0516059966874251,"CORT-Hot"
"CORT-Hot1480",0.0623447751124124,"CORT-Hot"
"CORT-Hot1481",0.0575218944025795,"CORT-Hot"
"CORT-Hot1482",0.0574391948430125,"CORT-Hot"
"CORT-Hot1483",0.0593494587412855,"CORT-Hot"
"CORT-Hot1484",0.06250371425127,"CORT-Hot"
"CORT-Hot1485",0.0640069938706698,"CORT-Hot"
"CORT-Hot1486",0.0615606821228682,"CORT-Hot"
"CORT-Hot1487",0.0638194790189963,"CORT-Hot"
"CORT-Hot1488",0.0586050597859146,"CORT-Hot"
"CORT-Hot1489",0.0571758761593584,"CORT-Hot"
"CORT-Hot1490",0.0445981549134742,"CORT-Hot"
"CORT-Hot1491",0.0671558194422757,"CORT-Hot"
"CORT-Hot1492",0.0571301836424867,"CORT-Hot"
"CORT-Hot1493",0.0596083770009351,"CORT-Hot"
"CORT-Hot1494",0.0548189117674218,"CORT-Hot"
"CORT-Hot1495",0.061720039411485,"CORT-Hot"
"CORT-Hot1496",0.053169230954622,"CORT-Hot"
"CORT-Hot1497",0.0638608617343811,"CORT-Hot"
"CORT-Hot1498",0.0504429304129398,"CORT-Hot"
"CORT-Hot1499",0.0613239148312763,"CORT-Hot"
"CORT-Hot1500",0.066424190392363,"CORT-Hot"
"CORT-Hot1501",0.0580196381628308,"CORT-Hot"
"CORT-Hot1502",0.0609258008169755,"CORT-Hot"
"CORT-Hot1503",0.0526665856582129,"CORT-Hot"
"CORT-Hot1504",0.0573488765551452,"CORT-Hot"
"CORT-Hot1505",0.0570803643231923,"CORT-Hot"
"CORT-Hot1506",0.0426870102079569,"CORT-Hot"
"CORT-Hot1507",0.0608947692084422,"CORT-Hot"
"CORT-Hot1508",0.0509238592565648,"CORT-Hot"
"CORT-Hot1509",0.0556084882758392,"CORT-Hot"
"CORT-Hot1510",0.0464885595706274,"CORT-Hot"
"CORT-Hot1511",0.0552043229082565,"CORT-Hot"
"CORT-Hot1512",0.0466081326158661,"CORT-Hot"
"CORT-Hot1513",0.056935243987021,"CORT-Hot"
"CORT-Hot1514",0.0633361684234339,"CORT-Hot"
"CORT-Hot1515",0.0516069043016785,"CORT-Hot"
"CORT-Hot1516",0.0532440487600671,"CORT-Hot"
"CORT-Hot1517",0.0563903261391978,"CORT-Hot"
"CORT-Hot1518",0.0504243854784968,"CORT-Hot"
"CORT-Hot1519",0.0749728120042345,"CORT-Hot"
"CORT-Hot1520",0.0527173209195592,"CORT-Hot"
"CORT-Hot1521",0.0798715639765726,"CORT-Hot"
"CORT-Hot1522",0.0537007468318088,"CORT-Hot"
"CORT-Hot1523",0.0641039001938608,"CORT-Hot"
"CORT-Hot1524",0.0578798719965577,"CORT-Hot"
"CORT-Hot1525",0.0684357913165731,"CORT-Hot"
"CORT-Hot1526",0.0677225754316944,"CORT-Hot"
"CORT-Hot1527",0.0569877856210528,"CORT-Hot"
"CORT-Hot1528",0.057338247006398,"CORT-Hot"
"CORT-Hot1529",0.0619603958906151,"CORT-Hot"
"CORT-Hot1530",0.0642367432604909,"CORT-Hot"
"CORT-Hot1531",0.0633761297691911,"CORT-Hot"
"CORT-Hot1532",0.0518094046759581,"CORT-Hot"
"CORT-Hot1533",0.0647313395770972,"CORT-Hot"
"CORT-Hot1534",0.0607705754608013,"CORT-Hot"
"CORT-Hot1535",0.0514094319592343,"CORT-Hot"
"CORT-Hot1536",0.0443767577007156,"CORT-Hot"
"CORT-Hot1537",0.0582933738103449,"CORT-Hot"
"CORT-Hot1538",0.049200357250045,"CORT-Hot"
"CORT-Hot1539",0.0698768049315965,"CORT-Hot"
"CORT-Hot1540",0.063962088115285,"CORT-Hot"
"CORT-Hot1541",0.0514608092366271,"CORT-Hot"
"CORT-Hot1542",0.0576248593235894,"CORT-Hot"
"CORT-Hot1543",0.0443159681391302,"CORT-Hot"
"CORT-Hot1544",0.0582403816263969,"CORT-Hot"
"CORT-Hot1545",0.0571574217416801,"CORT-Hot"
"CORT-Hot1546",0.0643961236948528,"CORT-Hot"
"CORT-Hot1547",0.0568779775126151,"CORT-Hot"
"CORT-Hot1548",0.0464937182199795,"CORT-Hot"
"CORT-Hot1549",0.0601426303594367,"CORT-Hot"
"CORT-Hot1550",0.0656055814290745,"CORT-Hot"
"CORT-Hot1551",0.0531761804869951,"CORT-Hot"
"CORT-Hot1552",0.065523042501014,"CORT-Hot"
"CORT-Hot1553",0.068487549738365,"CORT-Hot"
"CORT-Hot1554",0.0472754198115419,"CORT-Hot"
"CORT-Hot1555",0.0614448034254475,"CORT-Hot"
"CORT-Hot1556",0.0559451295999224,"CORT-Hot"
"CORT-Hot1557",0.0525652941520472,"CORT-Hot"
"CORT-Hot1558",0.0707798473178551,"CORT-Hot"
"CORT-Hot1559",0.0639006107564582,"CORT-Hot"
"CORT-Hot1560",0.0532866187954749,"CORT-Hot"
"CORT-Hot1561",0.0504355865927793,"CORT-Hot"
"CORT-Hot1562",0.0594502468932606,"CORT-Hot"
"CORT-Hot1563",0.0515212426495491,"CORT-Hot"
"CORT-Hot1564",0.0577067426352166,"CORT-Hot"
"CORT-Hot1565",0.0607752927154819,"CORT-Hot"
"CORT-Hot1566",0.0509287049118939,"CORT-Hot"
"CORT-Hot1567",0.0452904129733755,"CORT-Hot"
"CORT-Hot1568",0.0588390147416485,"CORT-Hot"
"CORT-Hot1569",0.0509705387586335,"CORT-Hot"
"CORT-Hot1570",0.0488715208488006,"CORT-Hot"
"CORT-Hot1571",0.0665706419194621,"CORT-Hot"
"CORT-Hot1572",0.067685029578592,"CORT-Hot"
"CORT-Hot1573",0.0486955867041431,"CORT-Hot"
"CORT-Hot1574",0.0568388137493447,"CORT-Hot"
"CORT-Hot1575",0.0471156862473349,"CORT-Hot"
"CORT-Hot1576",0.0713283305912281,"CORT-Hot"
"CORT-Hot1577",0.0505258539819178,"CORT-Hot"
"CORT-Hot1578",0.0492893332448716,"CORT-Hot"
"CORT-Hot1579",0.0682835858710051,"CORT-Hot"
"CORT-Hot1580",0.0328273502481606,"CORT-Hot"
"CORT-Hot1581",0.0633643925865401,"CORT-Hot"
"CORT-Hot1582",0.0617414933484063,"CORT-Hot"
"CORT-Hot1583",0.0601870171709535,"CORT-Hot"
"CORT-Hot1584",0.0475373504029198,"CORT-Hot"
"CORT-Hot1585",0.0669036850402115,"CORT-Hot"
"CORT-Hot1586",0.0496545612919173,"CORT-Hot"
"CORT-Hot1587",0.0598014690532377,"CORT-Hot"
"CORT-Hot1588",0.0621064921797964,"CORT-Hot"
"CORT-Hot1589",0.0475493333197342,"CORT-Hot"
"CORT-Hot1590",0.055890953084165,"CORT-Hot"
"CORT-Hot1591",0.0602635598673711,"CORT-Hot"
"CORT-Hot1592",0.0516185909733808,"CORT-Hot"
"CORT-Hot1593",0.0601915214356269,"CORT-Hot"
"CORT-Hot1594",0.0449744180016431,"CORT-Hot"
"CORT-Hot1595",0.0691935815972457,"CORT-Hot"
"CORT-Hot1596",0.0514223881659042,"CORT-Hot"
"CORT-Hot1597",0.0575598786450257,"CORT-Hot"
"CORT-Hot1598",0.0514856622837954,"CORT-Hot"
"CORT-Hot1599",0.0460030973371757,"CORT-Hot"
"CORT-Hot1600",0.0452800338490461,"CORT-Hot"
"CORT-Hot1601",0.0618701613590809,"CORT-Hot"
"CORT-Hot1602",0.0633662518440954,"CORT-Hot"
"CORT-Hot1603",0.0698118190111799,"CORT-Hot"
"CORT-Hot1604",0.0552039495270168,"CORT-Hot"
"CORT-Hot1605",0.0524363812941696,"CORT-Hot"
"CORT-Hot1606",0.0497321698439841,"CORT-Hot"
"CORT-Hot1607",0.0522723753338512,"CORT-Hot"
"CORT-Hot1608",0.0598468455881376,"CORT-Hot"
"CORT-Hot1609",0.0584661474372832,"CORT-Hot"
"CORT-Hot1610",0.0665964419573049,"CORT-Hot"
"CORT-Hot1611",0.0359046155797492,"CORT-Hot"
"CORT-Hot1612",0.0458116278118214,"CORT-Hot"
"CORT-Hot1613",0.0384902531492946,"CORT-Hot"
"CORT-Hot1614",0.0663549394555557,"CORT-Hot"
"CORT-Hot1615",0.0559564007249489,"CORT-Hot"
"CORT-Hot1616",0.070620794708655,"CORT-Hot"
"CORT-Hot1617",0.062052050209466,"CORT-Hot"
"CORT-Hot1618",0.0638218062173707,"CORT-Hot"
"CORT-Hot1619",0.0508645692919434,"CORT-Hot"
"CORT-Hot1620",0.0544467948970126,"CORT-Hot"
"CORT-Hot1621",0.0391025031381153,"CORT-Hot"
"CORT-Hot1622",0.0654606444592627,"CORT-Hot"
"CORT-Hot1623",0.0381492029554988,"CORT-Hot"
