"","Value","Treatment"
"Control-Cold1690",0.0623037602950981,"Control-Cold"
"Control-Cold1691",0.0580177298463662,"Control-Cold"
"Control-Cold1692",0.0625549845833894,"Control-Cold"
"Control-Cold1693",0.0744524648253845,"Control-Cold"
"Control-Cold1694",0.064260211601176,"Control-Cold"
"Control-Cold1695",0.0667647643610836,"Control-Cold"
"Control-Cold1696",0.0600077537156505,"Control-Cold"
"Control-Cold1697",0.0711327857285687,"Control-Cold"
"Control-Cold1698",0.0606751450750957,"Control-Cold"
"Control-Cold1699",0.0676844692059832,"Control-Cold"
"Control-Cold1700",0.0643915833586002,"Control-Cold"
"Control-Cold1701",0.0732407035237136,"Control-Cold"
"Control-Cold1702",0.047899873480005,"Control-Cold"
"Control-Cold1703",0.0531633148142892,"Control-Cold"
"Control-Cold1704",0.0693274254169627,"Control-Cold"
"Control-Cold1705",0.0581029237358883,"Control-Cold"
"Control-Cold1706",0.0709773178784976,"Control-Cold"
"Control-Cold1707",0.0611763344522342,"Control-Cold"
"Control-Cold1708",0.0630308204581546,"Control-Cold"
"Control-Cold1709",0.0492377355677928,"Control-Cold"
"Control-Cold1710",0.0670915244405012,"Control-Cold"
"Control-Cold1711",0.0698440384782109,"Control-Cold"
"Control-Cold1712",0.0655078133086572,"Control-Cold"
"Control-Cold1713",0.0642716627104478,"Control-Cold"
"Control-Cold1714",0.0647177214030422,"Control-Cold"
"Control-Cold1715",0.0781641469330024,"Control-Cold"
"Control-Cold1716",0.0410356845558024,"Control-Cold"
"Control-Cold1717",0.055876174241051,"Control-Cold"
"Control-Cold1718",0.0663122865048083,"Control-Cold"
"Control-Cold1719",0.0812533726650632,"Control-Cold"
"Control-Cold1720",0.0592891883477386,"Control-Cold"
"Control-Cold1721",0.0577500446958317,"Control-Cold"
"Control-Cold1722",0.0558471557395865,"Control-Cold"
"Control-Cold1723",0.0685562386203253,"Control-Cold"
"Control-Cold1724",0.0439948816337096,"Control-Cold"
"Control-Cold1725",0.0518791959738719,"Control-Cold"
"Control-Cold1726",0.0783690477959604,"Control-Cold"
"Control-Cold1727",0.0644624614140856,"Control-Cold"
"Control-Cold1728",0.0481682641362388,"Control-Cold"
"Control-Cold1729",0.0590274585492513,"Control-Cold"
"Control-Cold1730",0.0539750255044819,"Control-Cold"
"Control-Cold1731",0.0787452723429447,"Control-Cold"
"Control-Cold1732",0.0575940116436065,"Control-Cold"
"Control-Cold1733",0.0624944176950551,"Control-Cold"
"Control-Cold1734",0.0555873283587158,"Control-Cold"
"Control-Cold1735",0.0624638641317582,"Control-Cold"
"Control-Cold1736",0.0640378824039062,"Control-Cold"
"Control-Cold1737",0.0520274682249944,"Control-Cold"
"Control-Cold1738",0.0645624452017862,"Control-Cold"
"Control-Cold1739",0.0615089297719866,"Control-Cold"
"Control-Cold1740",0.0607668753782685,"Control-Cold"
"Control-Cold1741",0.0652522085071883,"Control-Cold"
"Control-Cold1742",0.054478607410688,"Control-Cold"
"Control-Cold1743",0.065591822651724,"Control-Cold"
"Control-Cold1744",0.0591471882236746,"Control-Cold"
"Control-Cold1745",0.0578387005078407,"Control-Cold"
"Control-Cold1746",0.0777827094803178,"Control-Cold"
"Control-Cold1747",0.0572435890451669,"Control-Cold"
"Control-Cold1748",0.0669549261247166,"Control-Cold"
"Control-Cold1749",0.0633209460666252,"Control-Cold"
"Control-Cold1750",0.0701372640810805,"Control-Cold"
"Control-Cold1751",0.0635535929682454,"Control-Cold"
"Control-Cold1752",0.0667273370169158,"Control-Cold"
"Control-Cold1753",0.0627569043019654,"Control-Cold"
"Control-Cold1754",0.059302465475709,"Control-Cold"
"Control-Cold1755",0.0553119800990097,"Control-Cold"
"Control-Cold1756",0.0652714456848817,"Control-Cold"
"Control-Cold1757",0.0459539474758245,"Control-Cold"
"Control-Cold1758",0.054126055472873,"Control-Cold"
"Control-Cold1759",0.081044740959658,"Control-Cold"
"Control-Cold1760",0.0456753390070752,"Control-Cold"
"Control-Cold1761",0.0522629442780639,"Control-Cold"
"Control-Cold1762",0.0622549724689279,"Control-Cold"
"Control-Cold1763",0.0550036321221635,"Control-Cold"
"Control-Cold1764",0.0780611757958187,"Control-Cold"
"Control-Cold1765",0.0450568181268519,"Control-Cold"
"Control-Cold1766",0.0646211451772459,"Control-Cold"
"Control-Cold1767",0.0492949587611426,"Control-Cold"
"Control-Cold1768",0.0633824663090699,"Control-Cold"
"Control-Cold1769",0.0648730876446843,"Control-Cold"
"Control-Cold1770",0.0514682014125699,"Control-Cold"
"Control-Cold1771",0.0631556345899476,"Control-Cold"
"Control-Cold1772",0.0648935884728068,"Control-Cold"
"Control-Cold1773",0.0538530346641977,"Control-Cold"
"Control-Cold1774",0.0634063842567485,"Control-Cold"
"Control-Cold1775",0.062924524780056,"Control-Cold"
"Control-Cold1776",0.0626477054527264,"Control-Cold"
"Control-Cold1777",0.0646690351751428,"Control-Cold"
"Control-Cold1778",0.0513538227918361,"Control-Cold"
"Control-Cold1779",0.0713724630872773,"Control-Cold"
"Control-Cold1780",0.0485594610464837,"Control-Cold"
"Control-Cold1781",0.0593662320985973,"Control-Cold"
"Control-Cold1782",0.0559092811067631,"Control-Cold"
"Control-Cold1783",0.0594084631752175,"Control-Cold"
"Control-Cold1784",0.0575400491266174,"Control-Cold"
"Control-Cold1785",0.0772734935555354,"Control-Cold"
"Control-Cold1786",0.052165053437163,"Control-Cold"
"Control-Cold1787",0.0481547386479025,"Control-Cold"
"Control-Cold1788",0.0736765885787775,"Control-Cold"
"Control-Cold1789",0.0547533690389258,"Control-Cold"
"Control-Cold1790",0.0586910841575466,"Control-Cold"
"Control-Cold1791",0.0762464030958026,"Control-Cold"
"Control-Cold1792",0.0568986008721586,"Control-Cold"
"Control-Cold1793",0.0782259141940089,"Control-Cold"
"Control-Cold1794",0.0606930833396433,"Control-Cold"
"Control-Cold1795",0.064123094035018,"Control-Cold"
"Control-Cold1796",0.0631193912249635,"Control-Cold"
"Control-Cold1797",0.0757711174149202,"Control-Cold"
"Control-Cold1798",0.0611403488535272,"Control-Cold"
"Control-Cold1799",0.0698727431554999,"Control-Cold"
"Control-Cold1800",0.0757600595046693,"Control-Cold"
"Control-Cold1801",0.04898121121251,"Control-Cold"
"Control-Cold1802",0.0524003411162522,"Control-Cold"
"Control-Cold1803",0.0766551633265127,"Control-Cold"
"Control-Cold1804",0.0399792520343241,"Control-Cold"
"Control-Cold1805",0.0534973359019507,"Control-Cold"
"Control-Cold1806",0.0564994489365057,"Control-Cold"
"Control-Cold1807",0.0589896029814211,"Control-Cold"
"Control-Cold1808",0.0647034878352145,"Control-Cold"
"Control-Cold1809",0.0579165473436954,"Control-Cold"
"Control-Cold1810",0.0618672657738079,"Control-Cold"
"Control-Cold1811",0.0663466853351618,"Control-Cold"
"Control-Cold1812",0.0565671103944301,"Control-Cold"
"Control-Cold1813",0.0570048294776078,"Control-Cold"
"Control-Cold1814",0.0549789185657593,"Control-Cold"
"Control-Cold1815",0.0698904797503415,"Control-Cold"
"Control-Cold1816",0.0528340606512672,"Control-Cold"
"Control-Cold1817",0.0570137481228021,"Control-Cold"
"Control-Cold1818",0.0741979330508766,"Control-Cold"
"Control-Cold1819",0.0473760721689607,"Control-Cold"
"Control-Cold1820",0.0716360045090424,"Control-Cold"
"Control-Cold1821",0.0642300002012517,"Control-Cold"
"Control-Cold1822",0.0754850282786137,"Control-Cold"
"Control-Cold1823",0.0780398674782602,"Control-Cold"
"Control-Cold1824",0.0530481770896564,"Control-Cold"
"Control-Cold1825",0.0941806679086915,"Control-Cold"
"Control-Cold1826",0.0562074092267538,"Control-Cold"
"Control-Cold1827",0.0496509666524407,"Control-Cold"
"Control-Cold1828",0.0802398432419697,"Control-Cold"
"Control-Cold1829",0.0574297999197386,"Control-Cold"
"Control-Cold1830",0.0434581778481951,"Control-Cold"
"Control-Cold1831",0.0712734808050792,"Control-Cold"
"Control-Cold1832",0.0502261198991677,"Control-Cold"
"Control-Cold1833",0.074949075939971,"Control-Cold"
"Control-Cold1834",0.0616453669167317,"Control-Cold"
"Control-Cold1835",0.0598300226985743,"Control-Cold"
"Control-Cold1836",0.057324674150319,"Control-Cold"
"Control-Cold1837",0.0748574934446817,"Control-Cold"
"Control-Cold1838",0.0638287709098581,"Control-Cold"
"Control-Cold1839",0.0474334256359243,"Control-Cold"
"Control-Cold1840",0.081563407176162,"Control-Cold"
"Control-Cold1841",0.0665939220320394,"Control-Cold"
"Control-Cold1842",0.0650966432857748,"Control-Cold"
"Control-Cold1843",0.0534534148418841,"Control-Cold"
"Control-Cold1844",0.0591575370572139,"Control-Cold"
"Control-Cold1845",0.0571014999562642,"Control-Cold"
"Control-Cold1846",0.068233503594638,"Control-Cold"
"Control-Cold1847",0.0609565331883414,"Control-Cold"
"Control-Cold1848",0.0624578882571011,"Control-Cold"
"Control-Cold1849",0.0569780349472651,"Control-Cold"
"Control-Cold1850",0.0585236289867317,"Control-Cold"
"Control-Cold1851",0.0599846423368077,"Control-Cold"
"Control-Cold1852",0.0573011036074664,"Control-Cold"
"Control-Cold1853",0.0609835556559873,"Control-Cold"
"Control-Cold1854",0.0699264191950337,"Control-Cold"
"Control-Cold1855",0.0770393710541618,"Control-Cold"
"Control-Cold1856",0.0485840279299789,"Control-Cold"
"Control-Cold1857",0.0489766250441117,"Control-Cold"
"Control-Cold1858",0.0687355718540677,"Control-Cold"
"Control-Cold1859",0.0579599577709715,"Control-Cold"
"Control-Cold1860",0.0588602158937548,"Control-Cold"
"Control-Cold1861",0.0629168539444689,"Control-Cold"
"Control-Cold1862",0.0550278968699295,"Control-Cold"
"Control-Cold1863",0.0653246781340283,"Control-Cold"
"Control-Cold1864",0.0537578299753518,"Control-Cold"
"Control-Cold1865",0.0625352460700275,"Control-Cold"
"Control-Cold1866",0.0513481374925712,"Control-Cold"
"Control-Cold1867",0.0506886321474135,"Control-Cold"
"Control-Cold1868",0.0422164678849911,"Control-Cold"
"Control-Cold1869",0.0630318020631577,"Control-Cold"
"Control-Cold1870",0.0660517258673427,"Control-Cold"
"Control-Cold1871",0.042738686073006,"Control-Cold"
"Control-Cold1872",0.0574160270945632,"Control-Cold"
"Control-Cold1873",0.0708295434718442,"Control-Cold"
"Control-Cold1874",0.0689787948471849,"Control-Cold"
"Control-Cold1875",0.0544217565265837,"Control-Cold"
"Control-Cold1876",0.0722337837020107,"Control-Cold"
"Control-Cold1877",0.0661207448140398,"Control-Cold"
"Control-Cold1878",0.0534917121826999,"Control-Cold"
"Control-Cold1879",0.0582197860850416,"Control-Cold"
"Control-Cold1880",0.0776695639157948,"Control-Cold"
"Control-Cold1881",0.072139447362938,"Control-Cold"
"Control-Cold1882",0.0727455230794909,"Control-Cold"
"Control-Cold1883",0.0532831255779732,"Control-Cold"
"Control-Cold1884",0.077550389588526,"Control-Cold"
"Control-Cold1885",0.0514904464640921,"Control-Cold"
"Control-Cold1886",0.0671603001587867,"Control-Cold"
"Control-Cold1887",0.0626658446913145,"Control-Cold"
"Control-Cold1888",0.0640885004383899,"Control-Cold"
"Control-Cold1889",0.0584759167401042,"Control-Cold"
"Control-Cold1890",0.0616243917918549,"Control-Cold"
"Control-Cold1891",0.0593655917823453,"Control-Cold"
"Control-Cold1892",0.0501860355407591,"Control-Cold"
"Control-Cold1893",0.0727048340763068,"Control-Cold"
"Control-Cold1894",0.0470095089428541,"Control-Cold"
"Control-Cold1895",0.0604328109380037,"Control-Cold"
"Control-Cold1896",0.056868951107741,"Control-Cold"
"Control-Cold1897",0.0737290655919254,"Control-Cold"
"Control-Cold1898",0.0671633749924814,"Control-Cold"
"Control-Cold1899",0.0529275324357211,"Control-Cold"
"Control-Cold1900",0.0762853835955931,"Control-Cold"
"Control-Cold1901",0.0541836289363955,"Control-Cold"
"Control-Cold1902",0.0696259557950603,"Control-Cold"
"Control-Cold1903",0.0749153150106026,"Control-Cold"
"Control-Cold1904",0.0593626129451865,"Control-Cold"
"Control-Cold1905",0.0869129036279615,"Control-Cold"
"Control-Cold1906",0.0374130033630974,"Control-Cold"
"Control-Cold1907",0.072111960387775,"Control-Cold"
"Control-Cold1908",0.0362029290393285,"Control-Cold"
"Control-Cold1909",0.0876836293141831,"Control-Cold"
"Control-Cold1910",0.0492243810367234,"Control-Cold"
"Control-Cold1911",0.0576192679916113,"Control-Cold"
"Control-Cold1912",0.0594463658879235,"Control-Cold"
"Control-Cold1913",0.0428248455428284,"Control-Cold"
"Control-Cold1914",0.0865508092567717,"Control-Cold"
"Control-Cold1915",0.0465159234181602,"Control-Cold"
"Control-Cold1916",0.0787665673054805,"Control-Cold"
"Control-Cold1917",0.0518889362358565,"Control-Cold"
"Control-Cold1918",0.0509176225175047,"Control-Cold"
"Control-Cold1919",0.0842920891932239,"Control-Cold"
"Control-Cold1920",0.0638507714425846,"Control-Cold"
"Control-Cold1921",0.0622364841717566,"Control-Cold"
"Control-Cold1922",0.0478021698876978,"Control-Cold"
"Control-Cold1923",0.0584030815842736,"Control-Cold"
"Control-Cold1924",0.06170403678594,"Control-Cold"
"Control-Cold1925",0.0687445886606483,"Control-Cold"
"Control-Cold1926",0.0533651653127333,"Control-Cold"
"Control-Cold1927",0.0664892413719519,"Control-Cold"
"Control-Cold1928",0.0704155027603534,"Control-Cold"
"Control-Cold1929",0.0625359539563077,"Control-Cold"
"Control-Cold1930",0.0614435285686969,"Control-Cold"
"Control-Cold1931",0.0582585929174596,"Control-Cold"
"Control-Cold1932",0.0525958654593628,"Control-Cold"
"Control-Cold1933",0.0530982035157221,"Control-Cold"
"Control-Cold1934",0.0720169765448568,"Control-Cold"
"Control-Cold1935",0.049089906695028,"Control-Cold"
"Control-Cold1936",0.0582889320979379,"Control-Cold"
"Control-Cold1937",0.060962919219583,"Control-Cold"
"Control-Cold1938",0.0629463059672877,"Control-Cold"
"Control-Cold1939",0.0610892021987583,"Control-Cold"
"Control-Cold1940",0.0585381582901183,"Control-Cold"
"Control-Cold1941",0.0624909055769278,"Control-Cold"
"Control-Cold1942",0.0668434743852621,"Control-Cold"
"Control-Cold1943",0.0627881072443474,"Control-Cold"
"Control-Cold1944",0.0626479071120746,"Control-Cold"
"Control-Cold1945",0.0492063973010133,"Control-Cold"
"Control-Cold1946",0.0740452411878779,"Control-Cold"
"Control-Cold1947",0.0537179537287794,"Control-Cold"
"Control-Cold1948",0.0734942241092978,"Control-Cold"
"Control-Cold1949",0.0474768241365158,"Control-Cold"
"Control-Cold1950",0.0611373598432871,"Control-Cold"
"Control-Cold1951",0.0739818866537956,"Control-Cold"
"Control-Cold1952",0.0586806307434874,"Control-Cold"
"Control-Cold1953",0.0479199669551527,"Control-Cold"
"Control-Cold1954",0.0467392917513292,"Control-Cold"
"Control-Cold1955",0.0687573503549882,"Control-Cold"
"Control-Cold1956",0.0555895207370697,"Control-Cold"
"Control-Cold1957",0.0716445827144854,"Control-Cold"
"Control-Cold1958",0.075026870628858,"Control-Cold"
"Control-Cold1959",0.067475617713375,"Control-Cold"
"Control-Cold1960",0.0645435938535153,"Control-Cold"
"Control-Cold1961",0.0674079631372812,"Control-Cold"
"Control-Cold1962",0.0564034158364575,"Control-Cold"
"Control-Cold1963",0.0604614378642151,"Control-Cold"
"Control-Cold1964",0.0470374023983096,"Control-Cold"
"Control-Cold1965",0.0578117839674732,"Control-Cold"
"Control-Cold1966",0.073342690994616,"Control-Cold"
"Control-Cold1967",0.0489773165844184,"Control-Cold"
"Control-Cold1968",0.0729038292838513,"Control-Cold"
"Control-Cold1969",0.0577333773253473,"Control-Cold"
"Control-Cold1970",0.066348005888205,"Control-Cold"
"Control-Cold1971",0.0510927840203162,"Control-Cold"
"Control-Cold1972",0.0567712590224145,"Control-Cold"
"Control-Cold1973",0.0649512484169395,"Control-Cold"
"Control-Cold1974",0.0557092311712791,"Control-Cold"
"Control-Cold1975",0.0636000677191684,"Control-Cold"
"Control-Cold1976",0.0674586981189937,"Control-Cold"
"Control-Cold1977",0.0587349674733161,"Control-Cold"
"Control-Cold1978",0.0671534224543438,"Control-Cold"
"Control-Cold1979",0.0558923523619603,"Control-Cold"
"Control-Cold1980",0.0691936958463573,"Control-Cold"
"Control-Cold1981",0.054545225450324,"Control-Cold"
"Control-Cold1982",0.0720868066286297,"Control-Cold"
"Control-Cold1983",0.0571827323402253,"Control-Cold"
"Control-Cold1984",0.0652870490464946,"Control-Cold"
"Control-Cold1985",0.0524877169485235,"Control-Cold"
"Control-Cold1986",0.058256154844931,"Control-Cold"
"Control-Cold1987",0.0767512563730589,"Control-Cold"
"Control-Cold1988",0.0707423664561301,"Control-Cold"
"Control-Cold1989",0.0559946050344852,"Control-Cold"
"Control-Cold1990",0.0595219156651059,"Control-Cold"
"Control-Cold1991",0.0550169730392273,"Control-Cold"
"Control-Cold1992",0.0651312857022789,"Control-Cold"
"Control-Cold1993",0.0442086136872067,"Control-Cold"
"Control-Cold1994",0.0550954886984163,"Control-Cold"
"Control-Cold1995",0.0494579234835523,"Control-Cold"
"Control-Cold1996",0.0757449330928662,"Control-Cold"
"Control-Cold1997",0.0695276304453449,"Control-Cold"
"Control-Cold1998",0.0550056138915649,"Control-Cold"
"Control-Cold1999",0.067377424802711,"Control-Cold"
"Control-Cold2000",0.0623168162591438,"Control-Cold"
"Control-Cold2001",0.0509269601742316,"Control-Cold"
"Control-Cold2002",0.0627933644384333,"Control-Cold"
"Control-Cold2003",0.0715825706260748,"Control-Cold"
"Control-Cold2004",0.0723578240606976,"Control-Cold"
"Control-Cold2005",0.0543875199019494,"Control-Cold"
"Control-Cold2006",0.0670780944303151,"Control-Cold"
"Control-Cold2007",0.0792931432755972,"Control-Cold"
"Control-Cold2008",0.0666384583997417,"Control-Cold"
"Control-Cold2009",0.047442753654702,"Control-Cold"
"Control-Cold2010",0.0709078096622932,"Control-Cold"
"Control-Cold2011",0.0416775237517108,"Control-Cold"
"Control-Cold2012",0.0809900523696419,"Control-Cold"
"Control-Cold2013",0.0519282439451036,"Control-Cold"
"Control-Cold2014",0.0714008983346231,"Control-Cold"
"Control-Cold2015",0.0549460079342592,"Control-Cold"
"Control-Cold2016",0.0717945337806657,"Control-Cold"
"Control-Cold2017",0.0770925284884085,"Control-Cold"
"Control-Cold2018",0.0541731589254665,"Control-Cold"
"Control-Cold2019",0.061919778205528,"Control-Cold"
"Control-Cold2020",0.060322519836131,"Control-Cold"
"Control-Cold2021",0.0508413176760303,"Control-Cold"
"Control-Cold2022",0.0671475490894307,"Control-Cold"
"Control-Cold2023",0.0585101474520178,"Control-Cold"
"Control-Cold2024",0.0533296974764855,"Control-Cold"
"Control-Cold2025",0.0510474491401324,"Control-Cold"
"Control-Cold2026",0.0583042336468505,"Control-Cold"
"Control-Cold2027",0.0520547667657853,"Control-Cold"
"Control-Cold2028",0.046292585263975,"Control-Cold"
"Control-Cold2029",0.0625196178697181,"Control-Cold"
"Control-Cold2030",0.0619456536474452,"Control-Cold"
"Control-Cold2031",0.0630572205808607,"Control-Cold"
"Control-Cold2032",0.065505899159105,"Control-Cold"
"Control-Cold2033",0.056280640243742,"Control-Cold"
"Control-Cold2034",0.0692458137486295,"Control-Cold"
"Control-Cold2035",0.0480366776640479,"Control-Cold"
"Control-Cold2036",0.048536264566783,"Control-Cold"
"Control-Cold2037",0.0679147898738888,"Control-Cold"
"Control-Cold2038",0.0626475932864226,"Control-Cold"
"Control-Cold2039",0.0715303697408159,"Control-Cold"
